product_id,product_name
288,Aashirvaad  Atta  10kg
289,Basmati Rice 5 kg
290,Nike Running Shoes
291,Nike  Running  Shoes
292,OnePlus 11
293,Basmati Rice 5 kg
294,Adibas Sports T-Shirt
295,Apple iPhone 13
296,Apple iPhone 14 Pro
297,Samzung Galaxy S21
298,Apple iPhone 14 Pro
299,Adidas Sports T-Shirt
300,Puma Casual Sneakers
301,Nike Running Shoe
302,Levi's Slim Fit Jeans
303,Puma Casual Sneakers (New Edition)
304,Bru Instant Coffee 200g
305,Apple iPhone 14 Pro
306,Organic Basmati Rice 5kg (New Edition)
307,Samzung Galaxy S21
308,Levi's Slim Fit Jeans
309,Adibas Sports T-Shirt
310,Adidas Sports T-Shirt (New Edition)
311,Samsung Galaxy S22 Ultra
312,Puma Casual Sneakers
313,Adibas Sports T-Shirt (New Edition)
314,Ray-Ban Aviator Sunglasses
315,H&M Cotton Shirt
316,Aashirvaad Atta 10kg
317,Puma Casual Sneakers
318,Redmi Note 12
319,Nike Running Shoes
320,Adibas Sports T-Shirt (New Edition)
321,Organic Basmati Rice 5kg
322,Zara Women's Jacket
323,Amul Butter 500g (New Edition)
324,Organic Basmati Rice 5kg
325,Adibas Sports T-Shirt
326,Samzung Galaxy S21
327,Adibas Sports T-Shirt
328,Zara Women's Jacket
329,OnePlus 11
330,Bru  Instant  Coffee  200g
331,Samsung Galaxy S22 Ultra
332,Zara Women's Jacket
333,Sony WH-1000XM5 Headphones
334,Samzung Galaxy S21
335,Ray-Ban Aviator Sunglasses (New Edition)
336,Apple iPhone 13
337,Apple iPhone 13 (New Edition)
338,Boat  Rockerz  450
339,Samzung Galaxy S21 (New Edition)
340,Samzung Galaxy S21 (New Edition)
341,Zara Women's Jacket
342,Nike Running Shoe (New Edition)
343,Tata Salt 1kg
344,Redmi Note 12
345,Samsung  Galaxy  S21
346,Nescafe Classic Coffee 200g
347,Samsung Galaxy S21 (New Edition)
348,Apple iPhone 14 Pro
349,Tata Salt 1kg (New Edition)
350,Samsung Galaxy S21 (New Edition)
351,Fortune Sunflower Oil 1L
352,Zara Women's Jacket
353,Redmi Note 12
354,Organic Basmati Rice 5kg
355,Nescafe Classic Coffee 200g
356,Ray-Ban Aviator Sunglasses (New Edition)
357,Samsung Galaxy S21
358,Fortune  Sunflower  Oil  1L
359,Basmati Rice 5 kg (New Edition)
360,Apple iPhone 14 Pro
361,Sony WH-1000XM5 Headphones
362,Basmati Rice 5 kg
363,Ray-Ban Aviator Sunglasses (New Edition)
364,H&M  Cotton  Shirt
365,Basmati Rice 5 kg
366,Nike Running Shoe (New Edition)
367,Redmi Note 12
368,Fortune Sunflower Oill 1L (New Edition)
369,Nike Running Shoe
370,Apple iPhone 14 Pro
371,Samsung Galaxy S22 Ultra
372,Sony WH-1000XM5 Headphones
373,Adibas Sports T-Shirt
374,Nike Running Shoes (New Edition)
375,Fortune Sunflower Oil 1L
376,Basmati Rice 5 kg
377,Sony WH-1000XM5 Headphones
378,Adibas Sports T-Shirt
379,Samsung Galaxy S22 Ultra
380,H&M Cotton Shirt
381,Samsung Galaxy S21
382,Zara Women's Jacket
383,Redmi Note 12 (New Edition)
384,Zara Women's Jacket
385,Basmati Rice 5 kg
386,Redmi Note 12 (New Edition)
387,Bru Instant Coffee 200g
388,Puma Casual Sneakers (New Edition)
389,Apple iPhone 14 Pro (New Edition)
390,Fortune Sunflower Oil 1L
391,Organic Basmati Rice 5kg
392,OnePlus 11 (New Edition)
393,Fortune Sunflower Oill 1L
394,Levi's Slim Fit Jeans
395,Puma Casual Sneakers (New Edition)
396,Redmi Note 12
397,Nike Running Shoe
398,Nike Running Shoes
399,OnePlus 11
400,Amul  Butter  500g
401,Fortune Sunflower Oil 1L
402,Ray-Ban Aviator Sunglasses
403,Sony WH-1000XM5 Headphones
404,Organic Basmati Rice 5kg
405,Redmi Note 12
406,Adidas Sports T-Shirt
407,Apple iPhone 14 Pro
408,Aashirvaad Atta 10kg
409,Levi's Slim Fit Jeans
410,Aashirvaad Atta 10kg
411,Nike Running Shoes
412,Fortune Sunflower Oil 1L
413,Levi's Slim Fit Jeans
414,Apple iPhone 13
415,Amul Butter 500g
416,OnePlus 11
417,Tata Salt 1kg
418,Nescafe  Classic  Coffee  200g
419,Basmati Rice 5 kg
420,Nike Running Shoes
421,Zara Women's Jacket
422,Fortune Sunflower Oill 1L
423,Fortune Sunflower Oil 1L (New Edition)
424,Zara Women's Jacket (New Edition)
425,Sony WH-1000XM5 Headphones
426,Nescafe  Classic  Coffee  200g
427,Sony WH-1000XM5 Headphones
428,Nescafe Classic Coffee 200g
429,Fortune Sunflower Oil 1L
430,Ray-Ban Aviator Sunglasses
431,H&M Cotton Shirt
432,Nike Running Shoes (New Edition)
433,Fortune Sunflower Oil 1L
434,Bru Instant Coffee 200g (New Edition)
435,Sony WH-1000XM5 Headphones
436,Zara Women's Jacket
437,Fortune Sunflower Oill 1L
438,Redmi Note 12
439,Samsung Galaxy S22 Ultra
440,OnePlus 11
441,Fortune  Sunflower  Oil  1L
442,Nike Running Shoe
443,Ray-Ban Aviator Sunglasses
444,Aashirvaad Atta 10kg (New Edition)
445,Adibas Sports T-Shirt (New Edition)
446,OnePlus 11
447,Levi's Slim Fit Jeans
448,Boat Rockerz 450
449,Aashirvaad Atta 10kg
450,Tata Salt 1kg
451,OnePlus 11
452,Samsung Galaxy S22 Ultra
453,Sony WH-1000XM5 Headphones
454,Zara Women's Jacket (New Edition)
455,Ray-Ban Aviator Sunglasses
456,Sony WH-1000XM5 Headphones (New Edition)
457,Samzung Galaxy S21
458,Fortune Sunflower Oill 1L
459,Apple iPhone 14
460,Puma Casual Sneakers
461,Tata Salt 1kg
462,Nike Running Shoes
463,Apple  iPhone  13
464,H&M Cotton Shirt
465,Bru Instant Coffee 200g
466,Nike Running Shoes
467,Organic Basmati Rice 5kg
468,OnePlus 11
469,Apple iPhone 13
470,Apple  iPhone  14
471,Adidas Sports T-Shirt
472,Boat Rockerz 450
473,Ray-Ban Aviator Sunglasses (New Edition)
474,Apple iPhone 14 (New Edition)
475,Adidas Sports T-Shirt
476,Nike Running Shoe
477,Tata Salt 1kg
478,Zara Women's Jacket (New Edition)
479,Basmati Rice 5 kg
480,Fortune Sunflower Oill 1L
481,Samzung Galaxy S21 (New Edition)
482,Bru Instant Coffee 200g
483,Fortune Sunflower Oil 1L
484,Samzung Galaxy S21 (New Edition)
485,Tata Salt 1kg (New Edition)
486,Redmi Note 12
487,Bru  Instant  Coffee  200g
488,Tata Salt 1kg
489,Samsung Galaxy S22 Ultra (New Edition)
490,Redmi Note 12
491,Levi's Slim Fit Jeans
492,OnePlus 11
493,Adidas Sports T-Shirt
494,Levi's Slim Fit Jeans (New Edition)
495,Apple iPhone 14
496,Redmi Note 12
497,H&M Cotton Shirt
498,Samsung Galaxy S22 Ultra
499,Nike Running Shoe
500,Aashirvaad  Atta  10kg
